year,month,day_of_week,hour,temperature,humidity,wind_speed,weather_condition,weather_encoded,latitude,longitude,distance_km,ride_demand,zone_cluster
2024,10,6,21,22.196508868714385,69.91190220175099,1.6026999416611205,Cloudy,1,17.35230588799244,78.58610028578704,6.601161976825872,14,1
2023,2,6,21,18.157837643709986,86.22387927924338,7.252314229693726,Clear,0,17.46641190046626,78.32298497496478,26.959795887505493,14,0
2025,12,2,13,21.988887792662567,80.83549869865122,16.093692291667455,Clear,0,17.538968035724746,78.47607772468311,17.122426255877887,11,0
2024,1,0,21,25.26984178796394,44.745286279666985,7.367579415414149,Clear,0,17.473936991788612,78.5332160161119,27.589480999672077,11,0
2024,1,3,0,29.84080554211048,64.35743707755027,6.144830683030817,Rainy,2,17.44813378759878,78.36054207447093,19.89960916281569,18,1
2024,11,2,8,38.22409864602011,87.21443747435299,3.8873915767584895,Clear,0,17.321617819231964,78.3173572356381,25.190846344431115,29,2
2024,12,5,6,29.887191079325216,74.14301082629626,3.3793068521129594,Cloudy,1,17.33182000655195,78.32396928356842,5.800245801646682,7,1
2024,1,0,22,33.52327791001552,71.30018090279363,13.14643432953548,Clear,0,17.373571860560205,78.39576877191222,21.48912244437944,14,1
2024,12,2,10,25.86889600872703,75.2940647568694,17.037675573586785,Clear,0,17.454019007358454,78.36695151093706,8.460311967174414,42,2
2025,5,0,22,34.53587745847988,49.35037133926919,11.31833014339089,Cloudy,1,17.596189005370565,78.36716704657886,5.898163712472602,5,0
2025,10,0,1,31.650312413132504,73.75513616419417,3.0900774761962624,Clear,0,17.540679857623044,78.43755629095502,17.645487544380256,12,0
2024,7,6,1,28.11546829204695,43.97128508681496,16.193907488038157,Clear,0,17.33301530013929,78.3254801337751,18.47949230023235,11,1
2025,2,3,5,22.26291348760697,55.686166254465206,13.928047458040954,Rainy,2,17.515177818109656,78.59865018880164,15.227916416084868,21,0
2023,10,6,22,24.677899975940576,83.3957290313104,9.531886381636175,Clear,0,17.54314140175182,78.50874228858746,3.582183347908436,5,0
2024,8,4,18,31.660813922266613,31.138268789445103,8.251171928150338,Clear,0,17.424278983502365,78.30908800715598,8.097721696073165,28,2
2023,4,3,19,27.373239136020604,54.859119015140806,4.57882227875355,Clear,0,17.39904428701295,78.50757125112534,7.828075754681873,28,2
2023,12,0,13,37.56650424847914,46.00930600434357,3.6574864707864223,Rainy,2,17.475384531211297,78.53754833476626,10.097359740392765,22,2
2024,3,2,2,23.16648597378288,41.91537698961656,8.469292361717484,Cloudy,1,17.455746066490537,78.35722867228937,19.213896696593448,9,1
2025,10,5,6,19.60759834957199,80.31452528835074,1.0407781025863816,Clear,0,17.379564081739073,78.55208303956881,13.70163081712935,13,1
2023,11,3,6,30.965668683120654,71.78991437069868,10.915685320032685,Rainy,2,17.419213349174882,78.48352950298421,29.083168527008432,23,2
2024,8,4,3,37.49311848418167,36.75796322468891,15.039348232123398,Clear,0,17.46333125488686,78.54625671941221,1.4594772958645654,14,0
2023,2,0,22,26.02425864767535,59.66779959007137,23.54135688232227,Clear,0,17.473977309880624,78.51500809897793,7.261199092512792,8,0
2023,11,5,4,32.24964936709964,58.01434630962667,15.645703581943426,Clear,0,17.459524856491388,78.51138858441465,17.628814404539455,12,0
2023,11,3,16,23.09107768789727,38.55166764176451,15.601901171397497,Cloudy,1,17.55383225332617,78.34747231282391,26.500845288493867,13,0
2023,3,6,3,30.286382276799145,77.9857620594725,9.36037014009014,Cloudy,1,17.30952351193619,78.39473906735634,1.9833076591872352,9,1
2025,12,6,22,35.30942621897837,52.00043828725199,3.3329289070262726,Clear,0,17.399895104132366,78.45697362194346,26.624721065699823,5,1
2023,3,3,12,37.07469517308705,75.71626650962367,11.173441331396056,Clear,0,17.524950084154,78.33376398188412,15.710930454367544,10,0
2023,10,3,15,20.312620856752726,41.523756904932746,14.96690797668785,Rainy,2,17.49553478095056,78.44354791398867,23.779017417820995,18,0
2023,11,3,15,25.8402393584514,48.904407696829935,18.1008399163951,Cloudy,1,17.57547998875456,78.43359604750196,28.51090123121083,10,0
2025,1,5,1,32.072177722589146,35.71025686215995,20.65216934738577,Cloudy,1,17.476406308622707,78.36957699852759,7.246727845561337,5,0
2023,6,6,17,18.76390309806035,38.60875618473649,6.398202301703037,Clear,0,17.49144527186212,78.35991533753071,18.049387199438787,35,2
2023,2,2,0,33.1935344033182,82.99100942116397,6.030501880697186,Cloudy,1,17.511484148036832,78.37421224557673,26.626399327047626,9,0
2025,1,4,17,29.6167454216842,36.54675865113465,14.132496577612953,Cloudy,1,17.355860179737874,78.48153202868112,25.487909543700848,30,2
2025,2,4,7,24.34845814284058,35.74387243715659,14.150379578360733,Rainy,2,17.52597320352904,78.42448571146879,16.107967266849688,14,0
2025,12,0,10,35.92239791306911,86.42263865019959,5.448694917569358,Clear,0,17.389966891562302,78.42418772804076,28.53527571924655,35,2
2023,6,1,23,24.381115670507054,68.75420757964605,14.686882758781827,Cloudy,1,17.427350354019694,78.35451996328743,21.544891503824022,7,1
2025,4,2,23,39.81113101648367,36.05495901326517,8.646971249359872,Rainy,2,17.304201950471786,78.53620982724483,16.199314387429354,16,1
2025,6,6,14,35.960144160493485,88.30300434396308,15.982872971965822,Clear,0,17.55306977932506,78.51011381658138,2.679165225927279,11,0
2023,12,0,15,33.57557103042793,38.82600063019783,7.276117841805041,Cloudy,1,17.58604786823767,78.42872251880362,15.131869760960075,8,0
2025,9,0,16,19.349646275178213,75.98074351712569,14.80729480178941,Rainy,2,17.318057285355437,78.34266057577271,13.235117557128149,18,1
2023,10,3,16,37.894828183720016,32.09108169837519,19.20775103092308,Clear,0,17.490560053931034,78.51441026115899,9.852337778889034,13,0
2024,12,1,11,35.38121672622612,67.47250784038869,24.50396939254845,Cloudy,1,17.58823360284743,78.56965330261592,28.343850987736253,14,0
2025,10,6,9,23.03855174441965,62.80223232617375,22.77670141179393,Clear,0,17.48207023647795,78.35347857851792,27.845300476271078,36,2
2024,8,1,19,26.62945998919156,42.48022862551807,12.588468683186308,Clear,0,17.539385296156425,78.48079812800503,10.78124691635886,27,2
2023,1,2,5,23.909894135621144,68.58876856322497,12.208727082940452,Clear,0,17.33543863545015,78.42729264063125,13.63712097231047,9,1
2025,8,1,7,39.65715275198346,67.02317959064331,10.94250014839372,Clear,0,17.37345493185873,78.32629510785276,22.80276110118623,13,1
2023,9,0,12,36.79232178572231,77.90110292783861,0.6937649497159609,Cloudy,1,17.40372045677638,78.5177481028009,25.2166569609308,9,1
2024,6,1,1,38.464956659292255,82.55244351602673,4.1488624371565415,Clear,0,17.594349994896614,78.32134416511742,4.192279483001995,7,0
2023,10,1,18,35.35303320025946,60.60629643921396,1.4797272076013943,Rainy,2,17.53453339110945,78.51066944682916,15.233051244619386,44,2
2025,5,4,21,28.039661303545444,59.41771160904968,17.40887711938302,Clear,0,17.565698860848393,78.38434586827971,27.52063207497033,11,0
2025,6,6,9,22.51955349592307,67.29574625668187,10.330866255454138,Cloudy,1,17.44612292590552,78.4696979257788,20.273052777024475,35,2
2024,6,6,3,22.577763452014143,73.75245535378879,1.594246951635239,Clear,0,17.515041606870014,78.34813615261925,16.746024380867105,9,0
2023,9,0,11,21.337022664066893,51.37027034651247,17.26437694134675,Clear,0,17.519469482860274,78.411269060959,21.82328946081588,5,0
2025,4,5,17,30.026290106674736,60.27851300197371,16.110896570698596,Clear,0,17.470676918253538,78.33122684651947,20.18151765564977,40,2
2024,2,1,6,38.23926350300013,65.1062511493904,17.999070767262427,Clear,0,17.56339074521131,78.44019108634214,28.325217338594538,10,0
2025,11,1,19,39.81955754100686,89.30268503015466,14.995852944039228,Rainy,2,17.347475367787396,78.36398721071278,27.46645436070973,37,2
2025,11,3,23,24.320595600808826,65.262731787355,4.038488998682102,Cloudy,1,17.317255906959534,78.35637914352715,12.535499901356882,11,1
2023,9,6,23,33.34091988652804,43.4511930445354,1.5348074435542205,Rainy,2,17.391216948706802,78.33214572549905,1.928557890696218,15,1
2025,2,1,22,31.13615634342831,65.27939149441565,20.42852425567593,Cloudy,1,17.326481543178705,78.52963020269495,10.64762173289204,7,1
2023,10,6,3,28.75659457127885,79.16997497694109,5.39522497414665,Cloudy,1,17.318094848796633,78.49185596319079,6.883807260347555,13,1
2025,9,1,6,32.64691016386491,81.44422080067145,13.563231011854574,Clear,0,17.42572693906813,78.34707119030683,4.815016208715154,9,1
2024,2,4,9,26.16998641756152,78.0150272755807,12.130425368304678,Clear,0,17.360151705407436,78.44172881631555,26.750369067578777,26,2
2025,12,0,14,38.778665052055885,83.29256491733051,23.026313510912853,Cloudy,1,17.537044249138173,78.49826538463252,21.5880100035518,12,0
2023,8,6,11,33.51987508953941,50.085980512747646,13.81099402135746,Clear,0,17.473935315789657,78.56342060557024,1.9447817527468203,7,0
2023,9,2,0,34.592424023833786,60.45423725715972,14.500422134678766,Clear,0,17.408177855130923,78.31787164633081,27.672861463314625,5,1
2024,12,0,19,23.333286090133623,76.77546576045265,7.987625842895318,Clear,0,17.385963242542363,78.40870648100403,27.187268891341965,35,2
2025,10,3,17,21.70880407694763,45.8669970455459,23.96736754421653,Clear,0,17.468941447058082,78.48478597350116,28.532289473240745,27,2
2025,9,0,15,26.675497448075102,52.29488627110207,15.309345393480866,Clear,0,17.430200629627972,78.30468523210789,25.066403937248428,13,1
2024,10,1,4,34.86679467739539,79.86933927336072,0.1245095897814518,Clear,0,17.316720554071196,78.37305793101564,3.2874408365653265,8,1
2025,9,3,18,38.65351001456287,76.20513897722898,13.902056593374082,Clear,0,17.499557183354792,78.52347016048974,19.06105943960243,38,2
2025,2,0,3,27.401256171428173,88.27197407496533,9.096634707630033,Clear,0,17.449927276316988,78.40672096957748,3.40955079343466,11,1
2023,4,3,5,35.031449434937656,89.758443510879,0.8028051074708054,Clear,0,17.38306987850683,78.32534842187539,21.68849362078644,11,1
2025,7,2,16,28.34896762826981,44.44467281828274,10.78874463767711,Clear,0,17.38712453106085,78.48797859732446,6.713261314535867,5,1
2025,12,0,6,24.495021490220203,84.0269991704204,19.339162209465744,Clear,0,17.435835377983956,78.37501583804651,28.13855775455267,6,1
2024,2,6,23,34.26383331596865,35.67093008100415,12.59473644890906,Rainy,2,17.54827773861669,78.51049622795315,28.090960842923,22,0
2024,1,6,22,35.5604469475892,72.58801253784333,15.986477153499868,Cloudy,1,17.4269151740944,78.5700524615211,18.243476646799305,9,1
2023,3,5,6,22.462497469774966,43.20596326053305,15.993536643007925,Rainy,2,17.55187424947435,78.45835772217006,22.827601504893146,22,0
2025,12,1,8,24.713729044997272,48.01866941535376,16.77548256208567,Clear,0,17.42745896406186,78.47974315774695,25.88645207200078,27,2
2025,4,3,12,28.88509055642057,86.77927065987251,9.689904864214386,Clear,0,17.54897394975905,78.45432178195529,12.285239582112691,12,0
2025,8,5,19,22.10348025487129,45.78907420405272,9.250120976421124,Cloudy,1,17.579458989255308,78.54523262703941,17.796537475176958,36,2
2023,6,5,13,38.43435457258344,70.39067214963782,0.1146132836318813,Clear,0,17.30617216357634,78.37251439130429,6.104679998863801,12,1
2023,11,4,15,31.009346076336463,40.68771047179537,3.855561513223027,Clear,0,17.31867512366672,78.42046315033068,29.57939140048874,10,1
2024,2,3,22,20.66647210217724,35.60339865422926,23.77025531953879,Cloudy,1,17.34020578872373,78.56850942989166,27.952710939816303,13,1
2023,9,5,8,22.048657023014165,50.35902152063187,21.060417894705243,Cloudy,1,17.336636143809827,78.51709380685276,15.01920284055315,29,2
2025,2,4,14,38.995817597146576,67.45176604736888,6.877710934747575,Clear,0,17.436343365009996,78.39602575568159,17.04669666317271,8,1
2025,12,5,4,34.2397088853256,44.87670862524487,10.029798723144582,Clear,0,17.529210221463472,78.54978968206014,13.664224157757848,7,0
2023,5,1,17,34.1569118591097,48.01012792030044,23.498033084615823,Cloudy,1,17.588398524549987,78.37164726318268,1.0482259999920522,23,0
2025,12,2,20,19.5949690681112,72.5237891163873,6.2611119888394295,Clear,0,17.42533424419034,78.49025380580773,7.669937002446777,40,2
2025,4,4,19,37.69657442959684,36.16776137888214,13.313324232223248,Rainy,2,17.506544340969217,78.5869370872213,3.947797103168513,39,2
2023,7,2,7,27.7621779762893,56.81430550821045,0.551994601385114,Rainy,2,17.49065207354437,78.4724132939783,10.364070470874976,14,0
2023,8,3,14,32.513781098078375,86.50407179293344,15.493370908820165,Rainy,2,17.417955060389552,78.53984010380614,7.850827589711429,21,1
2025,5,1,20,39.11316282050831,53.8182997448535,23.251839954359877,Clear,0,17.516337055671006,78.52062922338008,23.087604874044636,38,2
2025,10,4,8,20.200272367844253,56.05206167864636,22.118584621000554,Clear,0,17.47758532500767,78.55971630927019,15.639112317863,34,2
2025,5,3,18,28.61008210870473,74.29225821643735,12.54923051568833,Rainy,2,17.527981856341277,78.59062925381947,24.69283291916771,48,2
2024,2,5,21,19.091480206562498,76.74069132197081,16.24104930692915,Clear,0,17.358094611070758,78.30669496711666,19.43523758992288,8,1
2024,8,6,5,28.98999931312174,76.17638338683147,14.244954850332135,Clear,0,17.408081415580956,78.3083609314127,20.03056885120897,11,1
2024,2,0,3,23.54970703072656,89.87202149481433,1.6743561038543882,Clear,0,17.501366574134998,78.47832668968103,26.41111107316142,6,0
2023,10,3,10,38.04344164402515,34.28706524922344,3.968087171918647,Clear,0,17.337441038753877,78.58627360518095,25.568550190256637,39,2
2024,12,2,9,26.766834874007916,88.93519707797995,24.095432869243997,Cloudy,1,17.531119270396736,78.4457049217939,2.8356038692006367,24,0
2023,6,1,2,31.945193813145742,87.01137701984393,6.399217421791831,Rainy,2,17.340031931682866,78.5519338691829,17.772119317751727,16,1
2023,8,1,0,36.92631982592008,81.12833401557349,9.611230402409983,Cloudy,1,17.397336245310264,78.53037232593569,12.979609498036693,9,1
2024,6,3,11,39.64122088517789,57.2475345511225,12.72360769886268,Cloudy,1,17.37125860200048,78.44947568219574,18.38948569991293,5,1
2024,4,5,22,29.08402614722801,82.25414229803546,24.478303234833536,Clear,0,17.318295668485142,78.45395169830167,26.016545568905244,6,1
2024,4,0,14,28.02666946295203,43.24994473836571,17.24983765574441,Clear,0,17.381197051067137,78.43081002377924,1.3493622926401312,10,1
2025,6,2,14,19.66627219652209,77.4993501232698,15.739962443259133,Clear,0,17.573453362785123,78.37565961750857,1.3180726060704289,10,0
2024,4,3,20,18.28025675341873,41.11429818726325,13.109999311021484,Clear,0,17.308078594084634,78.5576136805351,2.814089483870055,38,2
2025,8,3,13,31.393646034966917,78.92172020827078,17.51686036486393,Clear,0,17.305048679213446,78.36287104132074,26.37167240628729,13,1
2023,9,6,6,19.440215747248214,66.8717479958434,16.600397263208666,Cloudy,1,17.511280054374318,78.57207616500526,11.25097429962382,13,0
2025,1,1,16,26.368336614846413,35.88187677081153,22.57102230652455,Clear,0,17.41006097449306,78.40791828288255,11.765686503106778,11,1
2024,4,2,23,18.079341594342157,83.71917332143352,13.545882634115566,Rainy,2,17.36892232366245,78.30794919194524,11.016693761432691,20,1
2023,4,0,18,31.53500497724476,64.67743172731466,10.537564704762245,Rainy,2,17.45266164536426,78.35051340822503,7.697912704472396,38,2
2023,2,1,6,27.359133529690915,69.37489668822687,20.179050701596783,Clear,0,17.38000266108518,78.56634742930046,2.127013254872323,8,1
2023,6,3,2,20.79445693529833,47.010602139096605,19.99458336717046,Clear,0,17.417605376759848,78.33853336265543,27.2888956043455,11,1
2025,3,1,2,24.520087350498088,82.29813023536839,4.245910950302187,Cloudy,1,17.51460091660793,78.52163210120398,7.753348997653199,6,0
2024,7,1,17,30.532535377382334,62.71204410921381,5.919799946411391,Rainy,2,17.33507211934491,78.35484411266283,26.924271637893224,47,2
2023,11,4,19,32.44769409621949,55.26721705749021,23.965956532492644,Rainy,2,17.58789686238838,78.44967986890998,28.715632671114616,33,2
2023,11,1,21,28.17138935259583,62.05690471369905,11.10273845955962,Clear,0,17.312758605280717,78.36156210321562,17.722897797258963,13,1
2023,5,5,13,35.68710055400081,72.1987848880666,12.99151741327974,Clear,0,17.54196120659847,78.39994963133051,11.795935070979487,11,0
2025,4,1,2,20.473689057465684,71.7028725419562,7.754003114495244,Clear,0,17.517377358185424,78.33744666732035,23.20812111307213,14,0
2025,5,5,6,19.86000589747297,51.45462605746876,12.026775572433838,Clear,0,17.384626873138274,78.46680068283669,1.7361054358017407,10,1
2024,8,2,6,18.973373918391783,53.11549680637563,18.5839151798914,Clear,0,17.335496855465678,78.40974756301546,27.93713984338672,11,1
2025,3,1,4,29.78821246788773,63.73429157030563,12.058627436591882,Cloudy,1,17.555712481458276,78.40964526026266,12.82957293024177,6,0
2023,7,0,2,33.53709749315807,85.46442724301927,7.86961699896663,Clear,0,17.50388348792508,78.31157224944785,9.949462121139897,14,0
2024,6,5,17,20.871470787295653,74.72581601795852,2.4000251098594134,Rainy,2,17.387264367060492,78.34083851674167,4.68111344541461,38,2
2023,12,5,14,32.05680368081863,53.42489912193339,23.206538013439776,Clear,0,17.30507875150108,78.51225914568766,28.699939248004167,7,1
2023,1,3,19,28.492850856169763,50.22195759310567,21.79144557004739,Clear,0,17.581547102710417,78.38769608389454,24.51986884381577,36,2
2025,7,2,13,39.721579003324536,61.41820044823887,19.784123583743053,Clear,0,17.42127594993799,78.43262074526747,21.99427443190588,5,1
2024,7,1,3,33.78441940386105,82.19948213487568,17.351774096064126,Clear,0,17.35288005409679,78.52892035840496,27.997972534121104,8,1
2025,12,6,23,32.464413374215766,30.520754495752517,12.887747111264586,Cloudy,1,17.573550183603015,78.43342723159003,28.83510320038493,12,0
2025,1,0,7,30.54989416719158,72.62916409737385,22.434919653061257,Clear,0,17.407706193305774,78.3676827094353,8.784962317728773,12,1
2024,9,3,20,39.94205599409348,47.67073532626601,19.79253781992625,Rainy,2,17.43897549229928,78.46494727293995,23.809223967457047,40,2
2023,6,2,12,39.5701017588007,42.50384881297019,20.400271045611564,Rainy,2,17.509585599015175,78.54036180181562,23.242457020812665,16,0
2023,12,5,21,29.838532760879477,30.72827980900553,7.738761824986662,Rainy,2,17.54582564811032,78.4798925650617,17.16216956792378,17,0
2024,2,0,7,28.014033641353755,83.79543723752862,10.586456835059955,Clear,0,17.330053324623965,78.42605437468207,5.362339785693015,8,1
2023,5,1,14,28.166528299438557,84.73490820038643,17.670056603081463,Clear,0,17.56960217121314,78.33768735522565,28.27001876179568,10,0
2024,11,6,16,27.42353258711405,33.685046498629205,9.276557580193844,Clear,0,17.57976191543706,78.37461395244932,10.14608425379139,12,0
